285047	0.039432	269.247
285078	0.0393391	269.324
285108	0.039649	-89.6979
285139	0.039804	-88.7531
285169	0.0394845	-88.1268
285200	0.039742	-87.3688
285230	0.039804	-86.6437
285260	0.0398946	-85.7318
285291	0.0400949	-85.3033
285321	0.0399899	-84.4135
285352	0.0400352	-83.6774
285382	0.0399184	-82.8424
285413	0.0400734	-81.9525
285443	0.0400138	-81.4142
285474	0.0401258	-80.7001
285504	0.0399661	-80.2716
285534	0.039885	-79.6344
285565	0.0401878	-78.8214
285595	0.0400066	-78.4369
285626	0.0401688	-77.8436
285656	0.0400138	-77.2394
285687	0.0400782	-76.5253
285717	0.0401354	-75.9979
285748	0.0401211	-75.8112
285778	0.0400901	-75.3278
285809	0.0401616	-74.4379
285839	0.0403428	-74.1522
285869	0.0401211	-73.8336
285900	0.0405192	-72.8668
285930	0.0402594	-72.5372
285961	0.0404644	-72.0428
285991	0.0402832	-71.6144
286022	0.0400949	-71.0431
286052	0.0403738	-70.9552
286083	0.0402522	-70.2521
286113	0.0404358	-69.8676
286144	0.0404096	-69.2743
286174	0.0404096	-68.8019
286204	0.0405765	-68.2855
286235	0.0403428	-67.9559
286265	0.0402546	-67.4396
286296	0.0405645	-67.2308
286326	0.040257	-66.9342
286357	0.0405216	-66.1652
286387	0.0404644	-66.0883
286418	0.0406337	-65.7697
286448	0.0405717	-65.3302
286479	0.0407505	-65.0775
286509	0.0408697	-64.6381
286539	0.04107	-64.4843
286570	0.0413013	-64.3854
286600	0.0411391	-63.8141
286631	0.0413108	-63.5834
286661	0.0414252	-63.2648
286692	0.0417805	-62.6495
286722	0.0419164	-62.4298
286753	0.0421739	-61.9684
286783	0.0423765	-61.3641
286814	0.0424027	-61.0236
286844	0.0425792	-60.7379
286874	0.0427127	-60.4962
286905	0.0432658	-60.1227
286935	0.0430441	-59.4415
286966	0.0431585	-59.1669
286996	0.0434017	-58.7714
287027	0.0434542	-58.1012
287057	0.043571	-57.7716
287088	0.0436282	-57.3212
287118	0.0435448	-56.8488
287149	0.043819	-56.2885
287179	0.0440311	-55.9589
287209	0.0437737	-55.5524
287240	0.0440812	-55.3107
287270	0.0441718	-54.8712
287301	0.0440502	-54.256
287331	0.0441456	-54.4098
287362	0.0441527	-53.7616
287392	0.0444937	-53.9154
287423	0.044558	-53.2452
287453	0.0445962	-52.9706
287484	0.0445676	-52.5861
287514	0.0449181	-52.663
287544	0.0451231	-52.1246
287575	0.0452876	-51.85
287605	0.0455761	-51.9818
287636	0.0454879	-51.4655
287666	0.0456882	-51.2018
287697	0.0459051	-50.9601
287727	0.0460243	-50.9161
287758	0.0462866	-50.6635
287788	0.0464678	-50.4657
287818	0.0468516	-50.3668
287849	0.0469923	-50.1471
287879	0.0474072	-49.8505
287910	0.0476575	-49.3341
287940	0.0478864	-49.3121
287971	0.0482345	-48.8947
288001	0.0485277	-48.9056
288032	0.0486732	-48.5101
288062	0.0490499	-48.4991
288093	0.0493097	-48.0048
288123	0.0498867	-47.5104
288154	0.0500107	-47.4554
288184	0.050602	-46.9281
288214	0.0506163	-46.6754
288245	0.0511384	-46.4996
288275	0.0511503	-46.3898
288306	0.0517917	-46.0822
288336	0.0522852	-45.4449
288367	0.0524664	-45.5548
288397	0.052743	-45.0824
288428	0.0530982	-44.7308
288458	0.0535798	-44.4452
288488	0.053823	-44.2365
288519	0.054276	-43.9069
288549	0.054698	-43.83
288580	0.0550508	-43.3246
288610	0.0553823	-42.7972
288641	0.0559354	-43.0499
288671	0.0564575	-42.8412
288702	0.0565577	-42.2919
288732	0.0573921	-42.2589
288763	0.0575542	-41.8524
288793	0.0582361	-41.5668
288823	0.0586605	-41.5668
288854	0.0591731	-41.2811
288884	0.059762	-40.9735
288915	0.0605106	-40.8746
288945	0.0610971	-40.4901
288976	0.0616932	-40.2704
289006	0.0622582	-40.0507
289037	0.0627136	-39.9957
289067	0.0636005	-39.4684
289098	0.0642467	-39.3365
289128	0.0649881	-39.1278
289158	0.0658083	-38.5236
289189	0.0666499	-38.5785
289219	0.0674176	-37.9852
289250	0.0680304	-37.7985
289280	0.0690341	-37.6996
289311	0.0698519	-37.1503
289341	0.07061	-36.6559
289372	0.0715256	-36.3593
289402	0.0725508	-36.1725
289433	0.0732517	-35.8539
289463	0.0744271	-35.2716
289493	0.075345	-34.8431
289524	0.0759506	-34.2828
289554	0.0771499	-33.8544
289585	0.0781631	-33.371
289615	0.0790954	-33.0634
289646	0.0800562	-32.569
289676	0.0812912	-31.9977
289707	0.0821638	-31.6681
289737	0.0830007	-31.2396
289768	0.0839829	-30.7892
289798	0.0847888	-30.3168
289828	0.0859022	-29.9323
289859	0.0868821	-29.4159
289889	0.0880718	-29.0314
289920	0.0890398	-28.7018
289950	0.0901794	-28.2404
289981	0.0912905	-27.9108
290011	0.0925589	-27.5702
290042	0.0938988	-27.2406
290072	0.0947714	-26.944
290103	0.0961566	-26.4056
290133	0.0971699	-26.12
290163	0.0987625	-25.8673
290194	0.100007	-25.4059
290224	0.10186	-25.1752
290255	0.103059	-24.6588
290285	0.104582	-24.4501
290316	0.106783	-23.9886
290346	0.108311	-23.8019
290377	0.110095	-23.2855
290407	0.112152	-23.0548
290438	0.114045	-22.6593
290468	0.116038	-22.2858
290498	0.118256	-21.8903
290529	0.120533	-21.5607
290559	0.122645	-21.1871
290590	0.125453	-20.7697
290620	0.127306	-20.3302
290651	0.130348	-19.8578
290681	0.132885	-19.4513
290712	0.135686	-18.858
290742	0.138848	-18.5834
290773	0.141959	-18.1
290803	0.144987	-17.5616
290833	0.148249	-17.2321
290864	0.152023	-16.7926
290894	0.155337	-16.1993
290925	0.159211	-15.661
290955	0.163403	-15.1556
290986	0.167272	-14.6613
291016	0.171835	-14.1119
291047	0.176365	-13.4637
291077	0.181286	-12.9144
291108	0.186174	-12.3651
291138	0.192127	-11.651
291168	0.197756	-10.9039
291199	0.203791	-10.1788
291229	0.210185	-9.47571
291260	0.216649	-8.73962
291290	0.223992	-7.95959
291321	0.231206	-7.04773
291351	0.239327	-6.17981
291382	0.2477	-5.21301
291412	0.256596	-4.15833
291442	0.265596	-3.2135
291473	0.27566	-2.0929
291503	0.286269	-0.983276
291534	0.297356	0.192261
291564	0.309052	1.37878
291595	0.32155	2.74109
291625	0.334568	4.11438
291656	0.348585	5.5426
291686	0.363734	7.03674
291717	0.379834	8.69568
291747	0.396743	10.3546
291778	0.415506	12.1014
291808	0.435429	14.024
291838	0.455976	15.9906
291869	0.478609	18.078
291899	0.503094	20.3632
291930	0.529292	22.7802
291960	0.557716	25.3949
291991	0.588131	28.1525
292021	0.620446	31.2177
292052	0.6551	34.5465
292082	0.692489	38.0292
292112	0.732009	41.9513
292143	0.77199	46.0822
292173	0.81392	50.6854
292204	0.854783	55.7062
292234	0.895367	61.0895
292265	0.930717	66.8683
292295	0.962591	72.9987
292326	0.986776	79.5135
292356	1.00142	86.2482
292387	1.00471	93.0761
292417	0.996041	99.9426
292447	0.976491	106.611
292478	0.947394	113.027
292508	0.911164	118.971
292539	0.87007	124.574
292569	0.827169	129.595
292600	0.784986	134.242
292630	0.742872	138.406
292661	0.703816	142.229
292691	0.665989	145.756
292722	0.631242	148.81
292752	0.599482	151.842
292782	0.569739	154.49
292813	0.542126	156.951
292843	0.516691	159.291
292874	0.493479	161.532
292904	0.47152	163.531
292935	0.451574	165.498
292965	0.433414	167.377
292996	0.415716	169.124
293026	0.399616	170.837
293057	0.384674	172.452
293087	0.370474	174.001
293117	0.357733	175.496
293148	0.34476	176.924
293178	0.333364	178.407
293209	0.322454	179.747
293239	0.311728	181.126
293270	0.302415	182.357
293300	0.293162	183.631
293331	0.283999	184.916
293361	0.275428	186.092
293392	0.267403	187.333
293422	0.259817	188.509
293452	0.252323	189.75
293483	0.245175	190.794
293513	0.238574	191.959
293544	0.232146	192.98
293574	0.225868	194.09
293605	0.219879	195.156
293635	0.213881	196.155
293666	0.208459	197.122
293696	0.203061	198.078
293727	0.198011	199.067
293757	0.193124	199.902
293787	0.188284	200.781
293818	0.183754	201.758
293848	0.179226	202.626
293879	0.1753	203.45
293909	0.171356	204.351
293940	0.167434	205.109
293970	0.163276	205.966
294001	0.15986	206.691
294031	0.156171	207.592
294062	0.153072	208.372
294092	0.149505	208.932
294122	0.146546	209.745
294153	0.143633	210.482
294183	0.140488	211.382
294214	0.137639	211.987
294244	0.135131	212.624
294275	0.13231	213.371
294305	0.129814	214.096
294336	0.127387	214.799
294366	0.125117	215.546
294397	0.122929	216.14
294427	0.120196	216.931
294457	0.118256	217.634
294488	0.116169	218.326
294518	0.114121	218.985
294549	0.111821	219.853
294579	0.109956	220.27
294610	0.107865	221.006
294640	0.105996	221.732
294671	0.104179	222.424
294701	0.102484	222.984
294732	0.100663	223.632
294762	0.0990915	224.379
294792	0.0972795	224.984
294823	0.0954437	225.599
294853	0.0939322	226.115
294884	0.0922728	226.675
294914	0.0908446	227.258
294945	0.0891566	227.983
294975	0.0877905	228.565
295006	0.0864005	229.059
295036	0.0853157	229.609
295066	0.0838208	230.356
295097	0.0825357	231.004
295127	0.0811291	231.641
295158	0.0798202	232.015
295188	0.0786686	232.85
295219	0.077579	232.993
295249	0.0760579	233.806
295280	0.0749755	234.421
295310	0.0739622	234.915
295341	0.0728178	235.421
295371	0.0714922	235.794
295402	0.0707078	236.453
295432	0.0694847	237.014
295462	0.0686836	237.343
295493	0.0673962	238.013
295523	0.0668097	238.299
295554	0.0657153	238.738
295584	0.06459	239.518
295615	0.0639462	239.892
295645	0.0633693	240.243
295676	0.0621223	241.1
295706	0.061326	241.265
295736	0.0607491	241.858
295767	0.060153	242.298
295797	0.0592113	242.979
295828	0.0586295	243.561
295858	0.057838	244.144
295889	0.0570679	244.616
295919	0.0563264	245.506
295950	0.0555968	246.055
295980	0.054841	246.462
296011	0.0540113	247.044
296041	0.0535393	247.505
296071	0.0524664	248
296102	0.0521493	248.857
296132	0.0509763	249.164
296163	0.0504375	249.977
296193	0.0496435	250.604
296224	0.0490737	250.757
296254	0.0485802	251.384
296285	0.0479174	251.9
296315	0.0472164	252.394
296346	0.0463724	253.119
296376	0.0456309	253.537
296406	0.0448942	254.097
296437	0.0443101	254.559
296467	0.0438356	254.965
296498	0.0432873	255.405
296528	0.0424886	256.031
296559	0.041883	256.404
296589	0.0411415	256.646
296620	0.0409698	257.261
296650	0.0399756	257.679
296681	0.0393915	258.019
296711	0.0389433	258.426
296741	0.0384212	259.041
296772	0.0379491	259.261
296802	0.0372791	259.492
296833	0.0365973	259.942
296863	0.0360227	259.788
296894	0.0355577	260.656
296924	0.0349903	260.832
296955	0.0348377	260.755
296985	0.0340939	260.821
297016	0.0338697	260.931
297046	0.0332808	261.249
297076	0.032928	261.491
297107	0.0325274	261.865
297137	0.0321293	261.436
297168	0.0316596	261.843
297198	0.0314641	262.216
297229	0.0313306	262.26
297259	0.0307059	262.26
297290	0.0306225	262.82
297320	0.030458	262.48
